|dates|Pawnee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pawnee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pawnee_Kansas_UnitedStates.Male_Total_Population.data|Pawnee_Kansas_UnitedStates.Male_Total_Population.missing|Pawnee_Kansas_UnitedStates.Female_Total_Population.data|Pawnee_Kansas_UnitedStates.Female_Total_Population.missing|Pawnee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Pawnee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1377.0|0|3683.0|0|2879.0|0|1079.0|0
