|dates|Zapata_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Zapata_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Zapata_Texas_UnitedStates.Male_Total_Population.data|Zapata_Texas_UnitedStates.Male_Total_Population.missing|Zapata_Texas_UnitedStates.Female_Total_Population.data|Zapata_Texas_UnitedStates.Female_Total_Population.missing|Zapata_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Zapata_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1843.0|0|7083.0|0|7107.0|0|4704.0|0
