|dates|Rogers_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rogers_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rogers_Oklahoma_UnitedStates.Male_Total_Population.data|Rogers_Oklahoma_UnitedStates.Male_Total_Population.missing|Rogers_Oklahoma_UnitedStates.Female_Total_Population.data|Rogers_Oklahoma_UnitedStates.Female_Total_Population.missing|Rogers_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Rogers_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15081.0|0|45861.0|0|46123.0|0|21478.0|0
