|dates|Somerset_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Somerset_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Somerset_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Somerset_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Somerset_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Somerset_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Somerset_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Somerset_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-02|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-03|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-04|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-05|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-06|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-07|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-08|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-09|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-10|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-11|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-12|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-13|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-14|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-15|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-16|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-17|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-18|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-19|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-20|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-21|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-22|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-23|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-24|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-25|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-26|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-27|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-28|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-29|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-30|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-01-31|31686.5|0|2415.0|0|7.081799920824597|0|34101.5|0
0|2020-02-01|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-02|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-03|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-04|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-05|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-06|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-07|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-08|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-09|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-10|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-11|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-12|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-13|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-14|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-15|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-16|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-17|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-18|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-19|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-20|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-21|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-22|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
0|2020-02-23|31757.5|0|2365.5|0|6.932274419013568|0|34123.0|0
