|dates|Carbon_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carbon_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carbon_Utah_UnitedStates.Male_Total_Population.data|Carbon_Utah_UnitedStates.Male_Total_Population.missing|Carbon_Utah_UnitedStates.Female_Total_Population.data|Carbon_Utah_UnitedStates.Female_Total_Population.missing|Carbon_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Carbon_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3530.0|0|10065.0|0|10204.0|0|5227.0|0
