|dates|Logan_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Logan_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Logan_Arkansas_UnitedStates.Male_Total_Population.data|Logan_Arkansas_UnitedStates.Male_Total_Population.missing|Logan_Arkansas_UnitedStates.Female_Total_Population.data|Logan_Arkansas_UnitedStates.Female_Total_Population.missing|Logan_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Logan_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4315.0|0|10852.0|0|10885.0|0|4711.0|0
