|dates|Rockcastle_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Rockcastle_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Rockcastle_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Rockcastle_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Rockcastle_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Rockcastle_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Rockcastle_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Rockcastle_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-02|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-03|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-04|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-05|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-06|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-07|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-08|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-09|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-10|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-11|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-12|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-13|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-14|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-15|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-16|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-17|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-18|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-19|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-20|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-21|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-22|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-23|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-24|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-25|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-26|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-27|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-28|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-29|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-30|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-01-31|6337.0|0|352.5|0|5.2694521264668515|0|6689.5|0
0|2020-02-01|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-02|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-03|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-04|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-05|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-06|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-07|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-08|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-09|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-10|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-11|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-12|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-13|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-14|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-15|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-16|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-17|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-18|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-19|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-20|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
0|2020-02-21|6383.5|0|346.0|0|5.141540976298388|0|6729.5|0
