|dates|Avery_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Avery_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Avery_NorthCarolina_UnitedStates.Male_Total_Population.data|Avery_NorthCarolina_UnitedStates.Male_Total_Population.missing|Avery_NorthCarolina_UnitedStates.Female_Total_Population.data|Avery_NorthCarolina_UnitedStates.Female_Total_Population.missing|Avery_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Avery_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3891.0|0|9527.0|0|7978.0|0|2621.0|0
