|dates|Grant_Washington_UnitedStates.BLS_EmployedPopulation.data|Grant_Washington_UnitedStates.BLS_EmployedPopulation.missing|Grant_Washington_UnitedStates.BLS_UnemployedPopulation.data|Grant_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Grant_Washington_UnitedStates.BLS_UnemploymentRate.data|Grant_Washington_UnitedStates.BLS_UnemploymentRate.missing|Grant_Washington_UnitedStates.BLS_LaborForcePopulation.data|Grant_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-02|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-03|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-04|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-05|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-06|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-07|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-08|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-09|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-10|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-11|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-12|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-13|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-14|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-15|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-16|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-17|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-18|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-19|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-20|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-21|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-22|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-23|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-24|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
0|2020-01-25|40771.0|0|4164.0|0|9.26671859352398|0|44935.0|0
