|dates|White_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|White_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|White_Indiana_UnitedStates.Male_Total_Population.data|White_Indiana_UnitedStates.Male_Total_Population.missing|White_Indiana_UnitedStates.Female_Total_Population.data|White_Indiana_UnitedStates.Female_Total_Population.missing|White_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|White_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4854.0|0|12010.0|0|12123.0|0|5647.0|0
