|dates|OutofCA_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofCA_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofCA_California_UnitedStates.Male_Total_Population.data|OutofCA_California_UnitedStates.Male_Total_Population.missing|OutofCA_California_UnitedStates.Female_Total_Population.data|OutofCA_California_UnitedStates.Female_Total_Population.missing|OutofCA_California_UnitedStates.MaleAndFemale_Under18_Population.data|OutofCA_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
