|dates|Sutton_Texas_UnitedStates.JHU_ConfirmedCases.data|Sutton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Sutton_Texas_UnitedStates.NYT_ConfirmedCases.data|Sutton_Texas_UnitedStates.NYT_ConfirmedCases.missing|Sutton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Sutton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Sutton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Sutton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|579.0|0|0.0|100|9.0|0|0.0|100
