|dates|OutofCO_Colorado_UnitedStates.BLS_EmployedPopulation.data|OutofCO_Colorado_UnitedStates.BLS_EmployedPopulation.missing|OutofCO_Colorado_UnitedStates.BLS_UnemployedPopulation.data|OutofCO_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|OutofCO_Colorado_UnitedStates.BLS_UnemploymentRate.data|OutofCO_Colorado_UnitedStates.BLS_UnemploymentRate.missing|OutofCO_Colorado_UnitedStates.BLS_LaborForcePopulation.data|OutofCO_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
