|dates|Marshall_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Illinois_UnitedStates.Male_Total_Population.data|Marshall_Illinois_UnitedStates.Male_Total_Population.missing|Marshall_Illinois_UnitedStates.Female_Total_Population.data|Marshall_Illinois_UnitedStates.Female_Total_Population.missing|Marshall_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2706.0|0|5725.0|0|5809.0|0|2301.0|0
