|dates|Carbon_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carbon_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carbon_Wyoming_UnitedStates.Male_Total_Population.data|Carbon_Wyoming_UnitedStates.Male_Total_Population.missing|Carbon_Wyoming_UnitedStates.Female_Total_Population.data|Carbon_Wyoming_UnitedStates.Female_Total_Population.missing|Carbon_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Carbon_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2563.0|0|8081.0|0|6890.0|0|3419.0|0
