|dates|Summit_Utah_UnitedStates.BLS_EmployedPopulation.data|Summit_Utah_UnitedStates.BLS_EmployedPopulation.missing|Summit_Utah_UnitedStates.BLS_UnemployedPopulation.data|Summit_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Summit_Utah_UnitedStates.BLS_UnemploymentRate.data|Summit_Utah_UnitedStates.BLS_UnemploymentRate.missing|Summit_Utah_UnitedStates.BLS_LaborForcePopulation.data|Summit_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-02|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-03|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-04|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-05|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-06|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-07|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-08|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-09|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-10|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-11|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-12|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-13|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-14|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-15|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-16|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-17|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-18|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-19|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-20|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-21|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-22|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-23|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-24|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-25|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-26|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-27|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-28|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-29|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-30|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-01-31|27164.5|0|571.5|0|2.0604989904816846|0|27736.0|0
0|2020-02-01|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-02|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-03|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-04|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-05|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-06|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-07|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-08|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-09|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-10|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-11|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-12|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-13|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-14|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-15|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-16|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
0|2020-02-17|26948.5|0|577.5|0|2.09801642083848|0|27526.0|0
