|dates|Sanborn_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sanborn_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sanborn_SouthDakota_UnitedStates.Male_Total_Population.data|Sanborn_SouthDakota_UnitedStates.Male_Total_Population.missing|Sanborn_SouthDakota_UnitedStates.Female_Total_Population.data|Sanborn_SouthDakota_UnitedStates.Female_Total_Population.missing|Sanborn_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Sanborn_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|477.0|0|1266.0|0|1163.0|0|614.0|0
