|dates|Grafton_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grafton_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grafton_NewHampshire_UnitedStates.Male_Total_Population.data|Grafton_NewHampshire_UnitedStates.Male_Total_Population.missing|Grafton_NewHampshire_UnitedStates.Female_Total_Population.data|Grafton_NewHampshire_UnitedStates.Female_Total_Population.missing|Grafton_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Grafton_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18566.0|0|44377.0|0|45409.0|0|14522.0|0
