|dates|Lawrence_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lawrence_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lawrence_Illinois_UnitedStates.Male_Total_Population.data|Lawrence_Illinois_UnitedStates.Male_Total_Population.missing|Lawrence_Illinois_UnitedStates.Female_Total_Population.data|Lawrence_Illinois_UnitedStates.Female_Total_Population.missing|Lawrence_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Lawrence_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2748.0|0|8836.0|0|6929.0|0|2946.0|0
