|dates|Henry_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Tennessee_UnitedStates.Male_Total_Population.data|Henry_Tennessee_UnitedStates.Male_Total_Population.missing|Henry_Tennessee_UnitedStates.Female_Total_Population.data|Henry_Tennessee_UnitedStates.Female_Total_Population.missing|Henry_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7526.0|0|15686.0|0|16672.0|0|6638.0|0
