|dates|Huntington_Indiana_UnitedStates.BLS_EmployedPopulation.data|Huntington_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Huntington_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Huntington_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Huntington_Indiana_UnitedStates.BLS_UnemploymentRate.data|Huntington_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Huntington_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Huntington_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-02|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-03|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-04|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-05|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-06|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-07|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-08|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-09|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-10|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-11|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-12|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-13|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-14|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-15|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-16|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-17|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-18|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-19|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-20|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-21|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-22|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-23|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-24|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-25|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-26|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-27|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-28|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-29|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-30|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-01-31|17485.5|0|635.5|0|3.5069808509464155|0|18121.0|0
0|2020-02-01|17594.5|0|599.0|0|3.292384642866958|0|18193.5|0
0|2020-02-02|17594.5|0|599.0|0|3.292384642866958|0|18193.5|0
0|2020-02-03|17594.5|0|599.0|0|3.292384642866958|0|18193.5|0
0|2020-02-04|17594.5|0|599.0|0|3.292384642866958|0|18193.5|0
0|2020-02-05|17594.5|0|599.0|0|3.292384642866958|0|18193.5|0
