|dates|Somerset_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Somerset_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Somerset_Maine_UnitedStates.Male_Total_Population.data|Somerset_Maine_UnitedStates.Male_Total_Population.missing|Somerset_Maine_UnitedStates.Female_Total_Population.data|Somerset_Maine_UnitedStates.Female_Total_Population.missing|Somerset_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Somerset_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10530.0|0|25163.0|0|25429.0|0|9610.0|0
