|dates|Broomfield_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Broomfield_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Broomfield_Colorado_UnitedStates.Male_Total_Population.data|Broomfield_Colorado_UnitedStates.Male_Total_Population.missing|Broomfield_Colorado_UnitedStates.Female_Total_Population.data|Broomfield_Colorado_UnitedStates.Female_Total_Population.missing|Broomfield_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Broomfield_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9592.0|0|34441.0|0|34826.0|0|16005.0|0
