|dates|Putnam_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_Ohio_UnitedStates.Male_Total_Population.data|Putnam_Ohio_UnitedStates.Male_Total_Population.missing|Putnam_Ohio_UnitedStates.Female_Total_Population.data|Putnam_Ohio_UnitedStates.Female_Total_Population.missing|Putnam_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5874.0|0|16863.0|0|16917.0|0|8607.0|0
