|dates|Harding_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Harding_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Harding_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Harding_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Harding_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Harding_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|14.0|0|0.0|100|2.0|0|0.0|100
