|dates|St.Croix_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Croix_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Croix_Wisconsin_UnitedStates.Male_Total_Population.data|St.Croix_Wisconsin_UnitedStates.Male_Total_Population.missing|St.Croix_Wisconsin_UnitedStates.Female_Total_Population.data|St.Croix_Wisconsin_UnitedStates.Female_Total_Population.missing|St.Croix_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|St.Croix_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12628.0|0|44793.0|0|44901.0|0|22234.0|0
