|dates|Atoka_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Atoka_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Atoka_Oklahoma_UnitedStates.Male_Total_Population.data|Atoka_Oklahoma_UnitedStates.Male_Total_Population.missing|Atoka_Oklahoma_UnitedStates.Female_Total_Population.data|Atoka_Oklahoma_UnitedStates.Female_Total_Population.missing|Atoka_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Atoka_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2746.0|0|7200.0|0|6638.0|0|3109.0|0
