|dates|Bourbon_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Bourbon_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Bourbon_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Bourbon_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Bourbon_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Bourbon_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Bourbon_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Bourbon_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-02|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-03|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-04|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-05|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-06|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-07|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-08|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-09|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-10|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-11|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-12|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-13|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-14|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-15|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-16|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-17|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-18|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-19|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-20|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-21|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-22|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-23|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-24|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-25|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-26|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-27|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-28|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-29|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-30|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-01-31|9297.0|0|415.5|0|4.277992277992278|0|9712.5|0
0|2020-02-01|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-02|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-03|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-04|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-05|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-06|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-07|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-08|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-09|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-10|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-11|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-12|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-13|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-14|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-15|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-16|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-17|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-18|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-19|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-20|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-21|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-22|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-23|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-24|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-25|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-26|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-27|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-28|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-02-29|9087.5|0|383.5|0|4.049202829690635|0|9471.0|0
0|2020-03-01|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-02|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-03|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-04|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-05|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-06|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-07|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-08|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-09|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-10|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-11|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-12|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-13|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-14|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-15|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-16|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-17|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-18|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-19|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-20|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-21|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-22|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-23|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
0|2020-03-24|9016.5|0|452.0|0|4.773723398637588|0|9468.5|0
