|dates|GreenLake_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|GreenLake_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|GreenLake_Wisconsin_UnitedStates.Male_Total_Population.data|GreenLake_Wisconsin_UnitedStates.Male_Total_Population.missing|GreenLake_Wisconsin_UnitedStates.Female_Total_Population.data|GreenLake_Wisconsin_UnitedStates.Female_Total_Population.missing|GreenLake_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|GreenLake_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4201.0|0|9506.0|0|9412.0|0|4243.0|0
