|dates|Union_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Mississippi_UnitedStates.Male_Total_Population.data|Union_Mississippi_UnitedStates.Male_Total_Population.missing|Union_Mississippi_UnitedStates.Female_Total_Population.data|Union_Mississippi_UnitedStates.Female_Total_Population.missing|Union_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4785.0|0|14016.0|0|14590.0|0|7129.0|0
