|dates|AleutiansEast_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|AleutiansEast_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|AleutiansEast_Alaska_UnitedStates.Male_Total_Population.data|AleutiansEast_Alaska_UnitedStates.Male_Total_Population.missing|AleutiansEast_Alaska_UnitedStates.Female_Total_Population.data|AleutiansEast_Alaska_UnitedStates.Female_Total_Population.missing|AleutiansEast_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|AleutiansEast_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|324.0|0|2374.0|0|1141.0|0|277.0|0
