|dates|Phillips_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Phillips_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Phillips_Kansas_UnitedStates.Male_Total_Population.data|Phillips_Kansas_UnitedStates.Male_Total_Population.missing|Phillips_Kansas_UnitedStates.Female_Total_Population.data|Phillips_Kansas_UnitedStates.Female_Total_Population.missing|Phillips_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Phillips_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1271.0|0|2638.0|0|2679.0|0|1199.0|0
