|dates|Northumberland_Virginia_UnitedStates.BLS_EmployedPopulation.data|Northumberland_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Northumberland_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Northumberland_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Northumberland_Virginia_UnitedStates.BLS_UnemploymentRate.data|Northumberland_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Northumberland_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Northumberland_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-02|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-03|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-04|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-05|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-06|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-07|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-08|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-09|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-10|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-11|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-12|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-13|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-14|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-15|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-16|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-17|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-18|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-19|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-20|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-21|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-22|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-23|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-24|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-25|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-26|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-27|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-28|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-29|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-30|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-01-31|5309.0|0|367.0|0|6.465821000704722|0|5676.0|0
0|2020-02-01|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-02|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-03|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-04|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-05|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-06|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-07|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-08|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-09|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-10|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-11|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-12|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-13|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-14|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-15|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-16|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-17|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-18|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-19|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-20|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-21|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-22|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-23|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-24|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-25|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-26|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-27|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-28|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-02-29|5363.5|0|347.5|0|6.084748730520049|0|5711.0|0
0|2020-03-01|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
0|2020-03-02|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
0|2020-03-03|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
0|2020-03-04|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
0|2020-03-05|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
0|2020-03-06|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
0|2020-03-07|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
0|2020-03-08|5258.5|0|367.5|0|6.5321720583007465|0|5626.0|0
