|dates|Leslie_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Leslie_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Leslie_Kentucky_UnitedStates.Male_Total_Population.data|Leslie_Kentucky_UnitedStates.Male_Total_Population.missing|Leslie_Kentucky_UnitedStates.Female_Total_Population.data|Leslie_Kentucky_UnitedStates.Female_Total_Population.missing|Leslie_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Leslie_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1818.0|0|5062.0|0|5081.0|0|2192.0|0
