|dates|Wayne_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Mississippi_UnitedStates.Male_Total_Population.data|Wayne_Mississippi_UnitedStates.Male_Total_Population.missing|Wayne_Mississippi_UnitedStates.Female_Total_Population.data|Wayne_Mississippi_UnitedStates.Female_Total_Population.missing|Wayne_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3473.0|0|9749.0|0|10549.0|0|4965.0|0
