|dates|Rowan_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rowan_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rowan_NorthCarolina_UnitedStates.Male_Total_Population.data|Rowan_NorthCarolina_UnitedStates.Male_Total_Population.missing|Rowan_NorthCarolina_UnitedStates.Female_Total_Population.data|Rowan_NorthCarolina_UnitedStates.Female_Total_Population.missing|Rowan_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Rowan_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24830.0|0|69730.0|0|71532.0|0|31407.0|0
