|dates|Mineral_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mineral_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mineral_Colorado_UnitedStates.Male_Total_Population.data|Mineral_Colorado_UnitedStates.Male_Total_Population.missing|Mineral_Colorado_UnitedStates.Female_Total_Population.data|Mineral_Colorado_UnitedStates.Female_Total_Population.missing|Mineral_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Mineral_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|242.0|0|385.0|0|391.0|0|115.0|0
