|dates|Montgomery_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Ohio_UnitedStates.Male_Total_Population.data|Montgomery_Ohio_UnitedStates.Male_Total_Population.missing|Montgomery_Ohio_UnitedStates.Female_Total_Population.data|Montgomery_Ohio_UnitedStates.Female_Total_Population.missing|Montgomery_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|95583.0|0|256382.0|0|275949.0|0|117543.0|0
