|dates|Dakota_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dakota_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dakota_Minnesota_UnitedStates.Male_Total_Population.data|Dakota_Minnesota_UnitedStates.Male_Total_Population.missing|Dakota_Minnesota_UnitedStates.Female_Total_Population.data|Dakota_Minnesota_UnitedStates.Female_Total_Population.missing|Dakota_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Dakota_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|60282.0|0|209855.0|0|215568.0|0|103669.0|0
