|dates|Perry_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Arkansas_UnitedStates.Male_Total_Population.data|Perry_Arkansas_UnitedStates.Male_Total_Population.missing|Perry_Arkansas_UnitedStates.Female_Total_Population.data|Perry_Arkansas_UnitedStates.Female_Total_Population.missing|Perry_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2091.0|0|5113.0|0|5239.0|0|2314.0|0
