|dates|BuenaVista_Virginia_UnitedStates.BLS_EmployedPopulation.data|BuenaVista_Virginia_UnitedStates.BLS_EmployedPopulation.missing|BuenaVista_Virginia_UnitedStates.BLS_UnemployedPopulation.data|BuenaVista_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|BuenaVista_Virginia_UnitedStates.BLS_UnemploymentRate.data|BuenaVista_Virginia_UnitedStates.BLS_UnemploymentRate.missing|BuenaVista_Virginia_UnitedStates.BLS_LaborForcePopulation.data|BuenaVista_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-02|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-03|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-04|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-05|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-06|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-07|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-08|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-09|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-10|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-11|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-12|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-13|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-14|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-15|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-16|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-17|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-18|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-19|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-20|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-21|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-22|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-23|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-24|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-25|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-26|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-27|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-28|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-29|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-30|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-01-31|3330.0|0|98.5|0|2.872976520344174|0|3428.5|0
0|2020-02-01|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-02|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-03|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-04|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-05|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-06|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-07|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-08|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-09|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-10|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-11|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-12|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-13|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-14|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-15|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-16|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-17|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-18|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-19|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-20|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-21|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-22|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-23|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-24|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-25|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-26|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-27|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-28|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-02-29|3357.5|0|78.0|0|2.270411876000582|0|3435.5|0
0|2020-03-01|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-02|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-03|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-04|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-05|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-06|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-07|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-08|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-09|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-10|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-11|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-12|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-13|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-14|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-15|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-16|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-17|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-18|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-19|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-20|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-21|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-22|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-23|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-24|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-25|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
0|2020-03-26|3344.5|0|99.5|0|2.889082462253194|0|3444.0|0
