|dates|Columbia_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_Washington_UnitedStates.Male_Total_Population.data|Columbia_Washington_UnitedStates.Male_Total_Population.missing|Columbia_Washington_UnitedStates.Female_Total_Population.data|Columbia_Washington_UnitedStates.Female_Total_Population.missing|Columbia_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1131.0|0|1982.0|0|2077.0|0|765.0|0
