|dates|Shelby_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Kentucky_UnitedStates.Male_Total_Population.data|Shelby_Kentucky_UnitedStates.Male_Total_Population.missing|Shelby_Kentucky_UnitedStates.Female_Total_Population.data|Shelby_Kentucky_UnitedStates.Female_Total_Population.missing|Shelby_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7484.0|0|23581.0|0|24937.0|0|11172.0|0
