|dates|Henry_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Indiana_UnitedStates.Male_Total_Population.data|Henry_Indiana_UnitedStates.Male_Total_Population.missing|Henry_Indiana_UnitedStates.Female_Total_Population.data|Henry_Indiana_UnitedStates.Female_Total_Population.missing|Henry_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9134.0|0|25099.0|0|23172.0|0|9877.0|0
