|dates|Clearwater_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clearwater_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clearwater_Minnesota_UnitedStates.Male_Total_Population.data|Clearwater_Minnesota_UnitedStates.Male_Total_Population.missing|Clearwater_Minnesota_UnitedStates.Female_Total_Population.data|Clearwater_Minnesota_UnitedStates.Female_Total_Population.missing|Clearwater_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Clearwater_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1782.0|0|4504.0|0|4306.0|0|2185.0|0
