|dates|Yuma_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yuma_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yuma_Arizona_UnitedStates.Male_Total_Population.data|Yuma_Arizona_UnitedStates.Male_Total_Population.missing|Yuma_Arizona_UnitedStates.Female_Total_Population.data|Yuma_Arizona_UnitedStates.Female_Total_Population.missing|Yuma_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Yuma_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|39828.0|0|109306.0|0|102822.0|0|53494.0|0
