|dates|Hancock_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Georgia_UnitedStates.Male_Total_Population.data|Hancock_Georgia_UnitedStates.Male_Total_Population.missing|Hancock_Georgia_UnitedStates.Female_Total_Population.data|Hancock_Georgia_UnitedStates.Female_Total_Population.missing|Hancock_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1948.0|0|4593.0|0|3755.0|0|1294.0|0
