|dates|Powell_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Powell_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Powell_Montana_UnitedStates.Male_Total_Population.data|Powell_Montana_UnitedStates.Male_Total_Population.missing|Powell_Montana_UnitedStates.Female_Total_Population.data|Powell_Montana_UnitedStates.Female_Total_Population.missing|Powell_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Powell_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1436.0|0|4351.0|0|2617.0|0|1020.0|0
