|dates|Nobles_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nobles_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nobles_Minnesota_UnitedStates.Male_Total_Population.data|Nobles_Minnesota_UnitedStates.Male_Total_Population.missing|Nobles_Minnesota_UnitedStates.Female_Total_Population.data|Nobles_Minnesota_UnitedStates.Female_Total_Population.missing|Nobles_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Nobles_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3585.0|0|11300.0|0|10624.0|0|6004.0|0
