|dates|Hunterdon_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hunterdon_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hunterdon_NewJersey_UnitedStates.Male_Total_Population.data|Hunterdon_NewJersey_UnitedStates.Male_Total_Population.missing|Hunterdon_NewJersey_UnitedStates.Female_Total_Population.data|Hunterdon_NewJersey_UnitedStates.Female_Total_Population.missing|Hunterdon_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Hunterdon_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23105.0|0|61767.0|0|62947.0|0|24097.0|0
