|dates|Greer_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greer_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greer_Oklahoma_UnitedStates.Male_Total_Population.data|Greer_Oklahoma_UnitedStates.Male_Total_Population.missing|Greer_Oklahoma_UnitedStates.Female_Total_Population.data|Greer_Oklahoma_UnitedStates.Female_Total_Population.missing|Greer_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Greer_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1036.0|0|3347.0|0|2474.0|0|1173.0|0
