|dates|Musselshell_Montana_UnitedStates.BLS_EmployedPopulation.data|Musselshell_Montana_UnitedStates.BLS_EmployedPopulation.missing|Musselshell_Montana_UnitedStates.BLS_UnemployedPopulation.data|Musselshell_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Musselshell_Montana_UnitedStates.BLS_UnemploymentRate.data|Musselshell_Montana_UnitedStates.BLS_UnemploymentRate.missing|Musselshell_Montana_UnitedStates.BLS_LaborForcePopulation.data|Musselshell_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-02|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-03|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-04|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-05|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-06|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-07|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-08|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-09|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-10|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-11|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-12|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-13|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-14|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-15|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-16|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-17|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-18|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-19|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-20|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-21|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-22|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-23|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-24|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-25|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-26|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-27|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-28|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-29|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-30|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-01-31|2167.5|0|148.5|0|6.4119170984455955|0|2316.0|0
0|2020-02-01|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-02|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-03|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-04|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-05|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-06|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-07|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-08|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-09|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-10|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-11|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-12|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-13|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-14|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-15|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-16|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-17|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-18|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-19|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-20|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-21|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-22|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-23|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-24|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-25|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-26|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-27|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-28|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-02-29|2199.5|0|129.5|0|5.560326320309145|0|2329.0|0
0|2020-03-01|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-02|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-03|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-04|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-05|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-06|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-07|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-08|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-09|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-10|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-11|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-12|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-13|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-14|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-15|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-16|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-17|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-18|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-19|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-20|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-21|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-22|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-23|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-24|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-25|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-26|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-27|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-28|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-29|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-30|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-03-31|2183.5|0|122.5|0|5.3122289679098005|0|2306.0|0
0|2020-04-01|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-02|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-03|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-04|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-05|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-06|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-07|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-08|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-09|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-10|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-11|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-12|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-13|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-14|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-15|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-16|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-17|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-18|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-19|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-20|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-21|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-22|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-23|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-24|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-25|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-26|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-27|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-28|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-29|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-04-30|2044.5|0|212.5|0|9.415152857775809|0|2257.0|0
0|2020-05-01|2102.0|0|176.0|0|7.726075504828797|0|2278.0|0
