|dates|McLean_Kentucky_UnitedStates.BLS_EmployedPopulation.data|McLean_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|McLean_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|McLean_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|McLean_Kentucky_UnitedStates.BLS_UnemploymentRate.data|McLean_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|McLean_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|McLean_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-02|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-03|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-04|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-05|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-06|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-07|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-08|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-09|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-10|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-11|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-12|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-13|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-14|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-15|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-16|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-17|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-18|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-19|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-20|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-21|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-22|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-23|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-24|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-25|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-26|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-27|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-28|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-29|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-30|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-01-31|4002.5|0|204.0|0|4.849637465826697|0|4206.5|0
0|2020-02-01|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-02|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-03|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-04|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-05|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-06|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-07|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-08|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-09|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-10|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-11|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
0|2020-02-12|3969.5|0|182.0|0|4.383957605684692|0|4151.5|0
