|dates|Effingham_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Effingham_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Effingham_Illinois_UnitedStates.Male_Total_Population.data|Effingham_Illinois_UnitedStates.Male_Total_Population.missing|Effingham_Illinois_UnitedStates.Female_Total_Population.data|Effingham_Illinois_UnitedStates.Female_Total_Population.missing|Effingham_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Effingham_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6043.0|0|17043.0|0|17165.0|0|8104.0|0
