|dates|McCone_Montana_UnitedStates.AveragePrecipitationTotal.data|McCone_Montana_UnitedStates.AveragePrecipitationTotal.missing|McCone_Montana_UnitedStates.AveragePrecipitation.data|McCone_Montana_UnitedStates.AveragePrecipitation.missing|McCone_Montana_UnitedStates.AverageWindDirection.data|McCone_Montana_UnitedStates.AverageWindDirection.missing|McCone_Montana_UnitedStates.AverageWindSpeed.data|McCone_Montana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|16|0.0|16|210.66666666666666|0|7.875|0
