|dates|Crawford_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Michigan_UnitedStates.Male_Total_Population.data|Crawford_Michigan_UnitedStates.Male_Total_Population.missing|Crawford_Michigan_UnitedStates.Female_Total_Population.data|Crawford_Michigan_UnitedStates.Female_Total_Population.missing|Crawford_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3570.0|0|7062.0|0|6839.0|0|2486.0|0
