|dates|Custer_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Custer_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Custer_Nebraska_UnitedStates.Male_Total_Population.data|Custer_Nebraska_UnitedStates.Male_Total_Population.missing|Custer_Nebraska_UnitedStates.Female_Total_Population.data|Custer_Nebraska_UnitedStates.Female_Total_Population.missing|Custer_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Custer_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2431.0|0|5396.0|0|5444.0|0|2599.0|0
