|dates|Tuscola_Michigan_UnitedStates.BLS_EmployedPopulation.data|Tuscola_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Tuscola_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Tuscola_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Tuscola_Michigan_UnitedStates.BLS_UnemploymentRate.data|Tuscola_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Tuscola_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Tuscola_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-02|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-03|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-04|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-05|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-06|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-07|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-08|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-09|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-10|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-11|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-12|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-13|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-14|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-15|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-16|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-17|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-18|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-19|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-20|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-21|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-22|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-23|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-24|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-25|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-26|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-27|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-28|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-29|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-30|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-01-31|22540.5|0|1390.5|0|5.810455058292591|0|23931.0|0
0|2020-02-01|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-02|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-03|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-04|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-05|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-06|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-07|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-08|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-09|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-10|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-11|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-12|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-13|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-14|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-15|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
0|2020-02-16|22704.0|0|1229.0|0|5.13516901349601|0|23933.0|0
