|dates|Piatt_Illinois_UnitedStates.BLS_EmployedPopulation.data|Piatt_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Piatt_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Piatt_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Piatt_Illinois_UnitedStates.BLS_UnemploymentRate.data|Piatt_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Piatt_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Piatt_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-02|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-03|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-04|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-05|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-06|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-07|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-08|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-09|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-10|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-11|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-12|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-13|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-14|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-15|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-16|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-17|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-18|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-19|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-20|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-21|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-22|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-23|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-24|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-25|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-26|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-27|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-28|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-29|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-30|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-01-31|8131.5|0|286.0|0|3.3976833976833976|0|8417.5|0
0|2020-02-01|8373.5|0|233.5|0|2.7129080980597187|0|8607.0|0
0|2020-02-02|8373.5|0|233.5|0|2.7129080980597187|0|8607.0|0
0|2020-02-03|8373.5|0|233.5|0|2.7129080980597187|0|8607.0|0
0|2020-02-04|8373.5|0|233.5|0|2.7129080980597187|0|8607.0|0
0|2020-02-05|8373.5|0|233.5|0|2.7129080980597187|0|8607.0|0
0|2020-02-06|8373.5|0|233.5|0|2.7129080980597187|0|8607.0|0
0|2020-02-07|8373.5|0|233.5|0|2.7129080980597187|0|8607.0|0
