|dates|Greeley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greeley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greeley_Kansas_UnitedStates.Male_Total_Population.data|Greeley_Kansas_UnitedStates.Male_Total_Population.missing|Greeley_Kansas_UnitedStates.Female_Total_Population.data|Greeley_Kansas_UnitedStates.Female_Total_Population.missing|Greeley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Greeley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|254.0|0|588.0|0|639.0|0|319.0|0
