|dates|Skagway_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Skagway_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Skagway_Alaska_UnitedStates.Male_Total_Population.data|Skagway_Alaska_UnitedStates.Male_Total_Population.missing|Skagway_Alaska_UnitedStates.Female_Total_Population.data|Skagway_Alaska_UnitedStates.Female_Total_Population.missing|Skagway_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Skagway_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|167.0|0|597.0|0|551.0|0|182.0|0
