|dates|Union_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_NorthCarolina_UnitedStates.Male_Total_Population.data|Union_NorthCarolina_UnitedStates.Male_Total_Population.missing|Union_NorthCarolina_UnitedStates.Female_Total_Population.data|Union_NorthCarolina_UnitedStates.Female_Total_Population.missing|Union_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Union_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29928.0|0|115992.0|0|119916.0|0|63295.0|0
