|dates|Monroe_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_NewYork_UnitedStates.Male_Total_Population.data|Monroe_NewYork_UnitedStates.Male_Total_Population.missing|Monroe_NewYork_UnitedStates.Female_Total_Population.data|Monroe_NewYork_UnitedStates.Female_Total_Population.missing|Monroe_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|128049.0|0|358365.0|0|384109.0|0|154214.0|0
