|dates|Payette_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Payette_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Payette_Idaho_UnitedStates.Male_Total_Population.data|Payette_Idaho_UnitedStates.Male_Total_Population.missing|Payette_Idaho_UnitedStates.Female_Total_Population.data|Payette_Idaho_UnitedStates.Female_Total_Population.missing|Payette_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Payette_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4331.0|0|11755.0|0|11796.0|0|6171.0|0
